다이렉트 인덱싱  체크리스트,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,투자성향,,,,,,,Factor,,,,,,,
3593,3,3,2,5,4,1,1,1,0,0,0,1,0,0,1
3594,4,1,3,2,1,1,2,0,1,0,1,1,0,1,0
3595,5,1,3,1,1,3,2,0,1,0,0,1,0,1,0
3596,5,2,1,2,2,2,4,1,1,0,1,1,1,0,0
3597,4,5,4,1,3,4,3,1,0,1,0,0,1,0,1
3598,4,5,4,3,5,3,5,1,0,1,1,0,1,1,1
3599,4,5,4,2,1,2,4,0,1,0,1,0,1,0,1
3600,3,2,5,5,3,4,5,1,1,1,0,0,0,0,0
3601,4,3,2,3,5,1,4,0,1,0,1,0,0,1,0
3602,3,3,1,5,1,5,3,1,1,0,0,1,1,1,0
3603,5,3,3,4,5,2,3,1,0,0,0,1,0,1,0
3604,3,4,5,1,2,1,2,1,1,1,0,0,1,1,0
3605,2,5,3,4,4,3,4,0,0,0,1,0,0,1,1
3606,2,2,5,5,3,5,3,0,0,0,0,0,0,1,1
3607,5,1,4,4,2,3,2,0,0,1,0,1,0,1,1
3608,2,4,3,1,2,4,2,0,1,1,0,1,0,0,0
3609,2,2,4,4,3,2,4,1,0,1,0,1,0,1,0
3610,2,5,3,3,4,3,5,0,0,1,0,1,0,1,0
3611,5,4,2,4,5,4,2,0,0,1,1,1,1,0,1
3612,1,5,5,3,5,4,2,0,0,0,1,1,0,1,1
3613,4,2,1,4,5,4,5,0,0,1,0,0,0,1,0
3614,1,5,3,3,2,3,5,1,0,1,1,0,1,1,0
3615,3,4,4,4,2,1,5,1,0,1,1,0,1,0,1
3616,4,4,2,1,4,3,2,1,0,1,0,1,0,1,0
3617,4,5,2,4,5,5,4,0,0,1,0,1,0,0,0
3618,3,3,5,1,1,1,4,0,1,1,1,1,1,1,1
3619,4,5,4,1,4,4,2,1,1,1,1,1,0,0,0
3620,3,3,3,2,5,5,5,0,1,1,1,1,0,0,1
3621,3,5,2,3,2,4,4,1,1,1,1,0,0,1,1
3622,3,5,3,1,5,3,4,0,1,0,0,1,1,1,1
3623,1,2,3,5,3,2,1,1,1,0,0,0,0,1,0
3624,3,2,1,5,5,2,4,0,1,1,1,1,0,1,1
3625,5,3,4,3,1,4,1,1,0,0,1,1,0,1,0
3626,4,4,3,1,4,1,3,1,0,0,0,1,0,0,1
3627,4,3,1,4,4,2,4,1,0,1,1,1,0,0,0
3628,2,1,1,4,2,1,2,0,1,0,0,0,0,0,1
3629,5,5,2,4,1,1,3,1,0,0,1,1,0,1,0
3630,1,4,5,1,2,1,5,1,0,0,0,0,1,0,0
3631,2,2,2,2,1,3,1,1,0,0,1,0,1,0,0
3632,2,1,5,1,1,2,3,0,1,0,0,1,0,0,1
3633,5,1,2,1,2,5,3,0,0,1,0,1,1,1,0
3634,5,4,1,3,2,5,3,1,1,0,0,0,0,1,1
3635,3,4,2,3,5,2,4,0,0,0,0,1,1,0,1
3636,2,3,4,3,1,3,2,1,1,1,1,1,1,0,1
3637,4,4,4,5,5,1,1,0,0,1,0,1,0,1,0
3638,2,2,4,4,5,1,1,0,1,0,0,1,1,0,1
3639,5,3,3,5,1,1,1,1,1,1,0,1,0,1,1
3640,2,3,4,1,4,3,4,1,1,0,1,0,1,1,0
3641,2,5,5,4,2,4,3,0,1,1,0,0,1,1,1
3642,1,1,2,3,3,5,3,0,0,0,1,1,1,0,0
3643,1,1,4,4,1,3,4,1,1,0,0,1,1,1,1
3644,4,4,5,4,4,3,4,0,1,0,1,1,0,0,0
3645,4,3,4,4,1,4,2,0,0,0,0,1,1,1,0
3646,2,1,4,2,4,3,5,1,1,1,0,0,0,0,1
3647,1,4,3,4,4,5,3,0,1,0,0,1,0,1,1
3648,3,2,1,2,5,3,2,1,1,0,0,0,1,1,0
3649,5,3,2,2,4,5,2,0,1,1,0,1,1,1,1
3650,4,3,1,1,3,2,2,0,1,0,1,0,0,1,0
3651,2,4,3,1,4,1,5,0,0,1,1,1,0,1,0
3652,1,4,1,4,2,4,2,1,0,1,0,0,1,1,0
3653,3,1,4,5,1,4,4,0,1,0,1,1,1,0,1
3654,5,5,1,2,2,3,2,0,0,0,1,1,1,1,0
3655,3,5,4,2,5,1,3,1,0,0,1,0,0,1,1
3656,3,5,1,1,1,2,3,0,0,1,0,0,1,0,0
3657,5,3,3,1,4,5,4,1,0,0,0,1,1,1,0
3658,5,1,4,1,1,1,1,0,0,1,0,0,0,0,0
3659,1,3,4,3,3,1,3,1,0,0,1,0,1,0,0
3660,2,5,2,2,4,5,1,1,0,0,1,0,1,0,0
3661,5,5,4,5,4,2,1,1,0,0,1,0,0,1,0
3662,1,5,3,4,2,4,2,0,1,0,1,1,0,0,0
3663,1,4,5,5,5,3,2,0,1,1,1,0,0,0,1
3664,1,3,4,1,1,4,2,1,1,0,1,1,1,1,1
3665,5,5,2,4,5,4,2,1,0,1,0,0,1,0,0
3666,4,4,4,4,1,1,5,1,1,0,0,1,1,1,0
3667,4,4,3,3,4,4,2,1,0,0,0,0,0,1,0
3668,1,2,1,5,3,3,4,1,1,0,1,1,0,0,0
3669,1,3,3,5,3,1,5,1,0,0,0,0,0,1,0
3670,1,2,4,2,2,4,5,1,1,1,1,0,0,1,1
3671,3,3,1,5,3,4,5,1,1,1,1,0,0,1,1
3672,2,2,1,1,1,4,2,0,0,1,1,1,0,0,0
3673,4,2,2,5,2,1,3,0,1,1,0,0,1,1,0
3674,1,3,4,3,3,2,4,0,0,1,0,1,0,0,1
3675,4,2,2,5,5,3,1,1,1,1,1,1,0,1,0
3676,3,3,1,2,5,2,3,1,1,0,1,1,0,1,1
3677,5,5,2,1,2,1,2,0,1,0,1,0,0,0,0
3678,4,1,3,5,4,5,3,0,1,1,1,0,0,0,0
3679,2,2,2,4,3,5,5,1,1,0,0,0,1,1,0
3680,2,1,5,2,1,3,5,0,0,0,1,0,0,1,1
3681,5,5,1,5,1,2,5,0,0,1,0,1,1,1,0
3682,3,4,1,2,1,1,4,1,1,0,0,1,1,0,1
3683,1,4,2,1,3,1,4,0,0,1,1,1,1,1,1
3684,4,4,5,1,4,3,2,1,0,0,0,1,0,0,1
3685,3,1,1,4,3,3,5,1,0,0,0,0,0,1,0
3686,3,5,3,3,4,3,5,1,0,0,1,0,1,1,0
3687,5,4,5,1,2,2,4,1,0,1,0,0,0,1,1
3688,4,1,3,4,1,5,1,1,0,0,0,1,1,0,0
3689,4,2,2,2,2,3,3,1,0,1,0,0,1,1,0
3690,1,2,1,2,1,3,2,1,1,1,0,0,1,1,0
3691,4,5,2,1,2,2,1,0,1,0,1,1,1,0,1
3692,4,3,3,1,3,3,5,1,1,0,1,0,0,0,0
3693,5,3,4,5,1,1,5,1,1,0,0,1,0,0,1
3694,5,4,4,1,1,5,2,1,0,1,1,1,1,0,1
3695,5,2,2,2,3,3,4,0,1,0,0,1,0,0,1
3696,5,4,1,3,3,1,5,1,1,1,1,0,0,0,1
3697,4,3,1,3,1,4,1,1,1,1,0,1,1,0,0
3698,3,4,5,1,2,1,2,1,0,0,0,0,1,0,0
3699,2,4,1,5,3,5,2,0,0,0,0,0,1,0,0
3700,3,5,2,5,5,1,3,1,1,1,1,0,1,1,1
3701,4,3,3,5,4,4,4,1,1,0,0,1,0,1,1
3702,5,5,4,5,5,3,3,1,0,0,0,1,1,0,0
3703,4,1,2,5,4,4,5,0,1,1,0,0,1,0,1
3704,2,3,2,5,1,3,1,1,0,1,1,1,0,0,0
3705,5,4,5,1,2,4,4,0,1,1,0,1,1,0,0
3706,2,2,5,4,3,4,1,0,0,0,1,0,0,0,1
3707,4,3,5,1,1,5,3,1,1,1,0,1,1,1,0
3708,4,4,3,4,1,4,4,1,0,1,1,0,0,1,0
3709,4,1,5,5,1,5,3,1,1,0,1,0,1,1,1
3710,3,5,1,2,5,5,5,0,0,1,1,1,0,1,0
3711,1,5,1,4,4,1,4,0,1,0,1,0,1,0,0
3712,3,1,4,1,2,5,2,1,0,1,0,0,1,1,1
3713,1,3,3,5,2,1,4,0,1,0,0,0,0,0,0
3714,2,1,1,1,5,4,3,0,0,1,1,0,1,1,1
3715,2,2,3,1,5,2,3,1,1,0,1,1,1,1,0
3716,3,5,2,2,2,5,3,0,1,0,1,1,0,1,0
3717,3,5,1,5,5,4,5,0,0,0,0,0,0,0,0
3718,1,3,3,4,2,2,4,0,1,0,1,0,1,0,0
3719,3,2,5,2,5,1,2,0,1,1,0,0,1,0,1
3720,5,3,1,5,2,3,4,1,0,1,1,0,1,0,0
3721,2,4,4,1,1,3,3,1,0,0,1,1,0,1,0
3722,5,4,4,5,3,1,4,0,0,1,0,0,0,0,0
3723,3,5,2,4,5,1,3,0,1,1,0,0,1,1,0
3724,5,3,3,4,1,4,4,0,1,1,1,1,0,1,0
3725,4,1,1,5,3,4,3,0,0,1,1,1,1,0,1
3726,1,2,4,5,2,4,4,1,1,1,1,1,0,1,1
3727,3,5,5,2,3,2,4,0,1,1,0,1,1,1,1
3728,2,5,3,1,5,3,2,0,0,1,0,1,0,1,0
3729,4,1,4,2,3,2,5,0,0,1,0,1,0,0,0
3730,3,5,3,5,5,5,2,1,1,1,1,1,1,0,1
3731,2,5,5,5,3,3,2,1,1,1,0,0,1,0,1
3732,3,1,1,1,5,3,5,0,0,1,0,0,0,1,0
3733,3,5,5,5,3,5,5,0,1,1,1,1,1,1,1
3734,4,2,3,2,2,1,4,0,1,0,0,0,0,0,0
3735,2,1,5,4,3,3,2,1,0,0,0,1,0,1,1
3736,5,4,4,4,4,4,3,0,0,1,1,1,1,0,0
3737,4,1,1,1,1,5,4,0,0,1,1,0,1,1,1
3738,1,4,3,4,2,1,4,1,1,0,0,1,1,0,1
3739,5,4,3,2,1,1,2,0,0,1,0,1,1,0,0
3740,4,3,5,3,4,5,4,0,0,1,1,1,0,0,0
3741,1,5,1,1,5,4,3,1,1,0,0,0,1,0,0
3742,5,3,3,3,4,3,3,1,1,1,0,0,1,1,1
3743,3,5,2,4,2,3,3,0,1,1,1,1,1,0,1
3744,5,5,5,4,1,3,4,1,0,0,0,1,1,0,1
3745,3,4,4,1,3,4,1,0,1,1,0,0,0,0,1
3746,1,4,4,2,3,4,2,1,0,1,0,1,0,0,0
3747,1,3,3,2,3,3,2,0,0,1,1,0,0,0,1
3748,4,4,2,5,2,2,4,0,0,1,1,1,1,0,0
3749,3,3,4,3,1,3,2,1,0,1,1,0,0,0,0
3750,2,4,1,5,1,1,4,1,0,1,1,1,0,0,1
3751,3,1,2,5,5,5,1,1,1,0,0,0,1,0,0
3752,2,1,2,1,2,5,5,1,1,0,0,0,0,1,0
3753,5,1,1,1,1,1,2,0,0,0,0,1,1,0,1
3754,5,4,2,2,1,3,3,0,1,1,1,1,1,0,1
3755,5,4,2,5,3,1,3,1,1,1,1,1,1,1,1
3756,1,4,3,3,4,3,2,0,1,1,0,1,1,0,0
3757,3,3,1,3,3,1,1,1,0,0,1,0,0,0,1
3758,2,5,5,1,3,5,2,0,0,1,0,0,0,1,0
3759,3,1,2,3,3,2,3,0,1,1,1,0,1,0,1
3760,2,1,4,5,3,1,2,0,1,0,1,0,1,0,1
3761,1,3,5,5,4,4,1,0,1,1,0,0,1,0,1
3762,1,4,3,4,3,4,3,0,1,0,0,0,1,0,1
3763,4,3,4,4,2,3,4,1,0,0,1,1,1,0,0
3764,4,1,5,5,4,4,1,0,0,1,1,0,1,1,0
3765,2,2,1,3,1,5,4,0,1,1,0,0,0,1,1
3766,3,5,5,4,1,4,3,0,1,1,1,0,0,0,0
3767,1,3,1,2,1,4,1,0,1,1,0,1,0,0,1
3768,5,5,5,1,4,3,3,0,1,1,1,1,1,0,1
3769,1,1,3,4,3,5,4,0,0,1,1,0,0,1,1
3770,5,5,5,1,2,1,3,0,1,0,1,0,1,0,1
3771,5,1,4,3,3,1,3,0,0,0,1,0,0,1,0
3772,5,4,2,1,1,3,5,0,0,1,1,0,1,0,0
3773,2,3,5,3,1,4,1,1,1,0,1,0,0,0,0
3774,4,4,2,4,5,1,5,1,1,0,1,1,0,1,1
3775,4,5,2,5,5,2,5,1,0,1,1,1,0,0,0
3776,3,3,3,2,5,1,3,0,0,1,1,0,0,0,0
3777,5,2,3,1,1,4,5,0,1,0,1,0,1,1,1
3778,2,5,2,1,3,4,2,1,0,1,0,1,0,0,1
3779,4,1,4,3,3,3,2,0,1,1,0,1,0,1,0
3780,1,2,2,5,3,3,3,0,1,1,1,0,0,1,1
3781,4,3,1,2,2,3,2,0,0,0,1,0,0,0,1
3782,2,5,2,3,2,3,1,1,0,0,1,1,0,1,1
3783,2,1,3,1,3,5,2,1,0,0,0,0,0,0,1
3784,4,2,1,3,3,2,3,0,1,0,0,0,1,1,0
3785,5,2,3,5,2,2,3,0,1,0,1,0,1,1,0
3786,5,4,1,4,5,4,3,1,1,0,1,1,0,1,1
3787,3,5,3,5,3,4,3,0,1,1,1,0,1,1,0
3788,3,2,2,2,4,3,3,0,0,1,0,0,1,0,1
3789,1,2,5,3,1,3,4,0,1,0,0,1,0,1,1
3790,5,5,2,5,4,2,1,0,0,0,0,0,0,0,0
3791,1,2,5,4,3,2,1,0,0,0,1,1,0,1,0
3792,5,1,5,2,3,3,4,0,1,0,1,1,1,0,1
3793,4,5,3,5,4,3,4,0,1,1,1,0,1,0,0
3794,5,3,1,4,4,1,1,0,1,1,1,1,0,0,1
3795,3,2,2,5,5,3,5,1,0,1,0,1,0,1,0
3796,1,3,2,2,2,3,1,1,1,1,0,0,1,1,1
3797,1,1,3,3,1,1,2,1,1,1,0,0,0,1,1
3798,3,2,3,1,5,1,4,0,1,1,0,1,0,1,1
3799,4,1,4,3,1,2,1,1,0,0,0,0,1,0,1
3800,3,5,3,2,1,4,5,1,1,1,1,1,1,1,0
3801,5,4,3,1,2,2,2,1,1,0,0,0,0,0,0
3802,4,5,2,2,4,2,1,1,0,0,0,0,0,0,0
3803,2,4,5,3,1,5,2,1,0,0,1,0,1,0,1
3804,2,5,5,5,2,4,1,1,1,0,0,1,0,1,1
3805,2,3,3,5,2,3,2,1,1,0,0,0,1,1,0
3806,4,2,4,1,5,4,2,1,0,1,1,0,0,1,1
3807,3,2,2,2,5,1,4,0,1,1,0,0,0,0,0
3808,4,2,3,2,4,3,2,0,0,0,0,1,0,1,1
3809,5,1,3,1,1,4,5,1,1,1,0,0,1,1,0
3810,4,1,5,4,2,1,1,0,1,0,1,1,0,1,1
3811,2,2,5,2,5,3,5,0,1,0,1,0,0,0,0
3812,5,5,5,2,5,4,4,0,0,1,0,0,1,0,0
3813,1,5,3,5,5,5,3,1,0,0,0,0,0,0,1
3814,2,1,1,1,3,1,2,0,1,0,1,0,0,0,0
3815,4,3,4,3,4,5,2,1,0,0,1,1,1,0,0
3816,2,4,4,3,1,2,3,0,0,1,0,1,0,0,1
3817,4,2,5,3,5,4,4,0,0,1,1,1,1,0,1
3818,2,3,3,5,3,2,1,0,1,0,0,0,0,0,1
3819,3,5,4,3,5,2,2,1,1,0,1,1,0,0,1
3820,1,5,5,1,3,4,3,1,0,0,1,1,1,1,0
3821,5,2,4,3,5,2,4,1,1,1,0,0,1,0,0
3822,2,2,5,2,4,4,5,1,1,1,0,0,1,1,0
3823,1,1,4,2,2,1,1,0,1,1,1,1,0,1,0
3824,1,3,5,3,4,4,5,1,0,0,0,0,1,0,1
3825,1,3,3,1,4,2,5,1,1,0,1,0,0,0,1
3826,2,3,3,3,2,2,1,0,0,1,1,1,0,0,1
3827,3,5,5,2,1,2,1,1,0,1,0,1,1,1,1
3828,5,5,5,3,5,3,5,0,0,1,1,0,0,1,0
3829,1,1,1,3,2,2,1,1,1,0,1,0,1,1,0
3830,5,5,3,1,5,3,3,0,1,1,1,0,1,1,0
3831,1,3,2,1,2,1,4,0,0,0,0,0,1,1,1
3832,4,1,1,1,4,2,4,1,0,0,1,1,0,1,1
3833,3,2,4,3,1,5,5,0,0,1,1,0,0,0,1
3834,5,2,5,5,5,2,2,0,1,1,0,1,1,1,1
3835,3,1,4,2,1,2,3,0,0,1,0,1,1,1,0
3836,4,4,5,2,4,1,5,0,1,1,0,1,1,1,0
3837,3,5,4,5,5,4,5,1,0,1,0,1,1,1,1
3838,1,1,2,4,2,2,3,0,1,0,0,0,1,1,0
3839,3,3,3,1,5,1,5,0,0,1,0,1,1,1,0
3840,5,4,4,5,2,1,3,1,1,1,0,0,0,0,0
3841,3,1,3,4,3,5,4,1,1,0,1,0,1,0,0
3842,1,4,5,4,4,3,5,1,1,0,0,1,1,1,0
3843,4,4,3,1,1,2,1,1,1,0,0,0,1,1,1
3844,5,5,2,2,4,2,2,1,1,1,1,1,0,1,1
3845,4,3,5,3,1,2,4,0,0,0,1,1,1,0,1
3846,3,2,4,2,3,3,5,1,1,1,0,1,0,0,1
3847,5,1,3,5,5,1,2,0,0,1,1,0,1,1,1
3848,1,3,5,2,5,5,3,1,1,0,0,0,0,1,0
3849,4,3,4,4,4,2,1,0,1,0,1,0,1,0,1
3850,4,2,3,5,4,4,1,1,1,1,0,0,0,0,0
3851,2,3,1,4,2,2,5,1,1,1,1,0,1,1,0
3852,4,1,5,2,3,2,1,0,0,1,1,1,1,0,1
3853,1,5,4,1,5,4,4,0,1,1,0,1,1,0,0
3854,2,4,5,3,2,3,3,0,1,1,1,1,1,1,0
3855,2,1,4,5,2,3,3,0,1,1,1,0,1,1,0
3856,4,4,2,1,2,5,2,0,1,1,1,0,1,1,0
3857,3,5,2,3,4,2,2,1,1,0,0,0,0,0,1
3858,5,5,3,1,3,3,3,0,1,1,0,0,0,0,0
3859,3,4,5,1,3,3,2,0,1,1,0,0,1,0,0
3860,4,2,2,4,3,2,5,0,0,0,1,1,1,0,0
3861,3,2,5,5,3,5,1,0,1,1,1,0,1,0,0
3862,1,2,4,3,4,2,5,1,0,0,1,0,0,1,1
3863,5,4,2,2,2,5,4,1,1,0,0,1,0,0,0
3864,2,1,1,2,2,5,2,1,1,0,0,0,1,0,0
3865,1,1,2,2,1,1,2,1,0,0,0,0,0,1,1
3866,2,4,4,3,2,4,4,0,0,0,0,1,1,0,1
3867,2,2,5,3,4,4,3,1,1,0,1,0,1,1,0
3868,3,5,2,5,2,3,1,1,0,0,0,0,0,1,0
3869,5,2,3,2,3,1,2,1,1,1,1,1,1,1,0
3870,3,5,1,3,2,4,1,1,1,0,0,1,1,1,0
3871,4,1,3,1,5,3,2,1,0,1,0,1,1,1,1
3872,1,4,2,3,5,1,2,1,0,1,0,1,0,1,0
3873,4,5,5,4,5,5,4,1,0,0,1,0,1,1,1
3874,2,1,2,1,4,2,1,1,1,0,1,0,1,0,1
3875,3,2,1,2,4,3,4,1,1,0,0,1,1,1,1
3876,5,1,4,3,2,5,5,0,1,0,0,1,1,0,0
3877,2,4,4,3,5,3,5,1,1,0,1,0,1,0,0
3878,4,3,1,4,2,2,1,0,1,0,0,1,0,1,0
3879,1,2,3,3,3,1,5,0,1,1,0,1,1,1,0
3880,5,4,2,3,4,1,4,1,1,0,1,1,0,0,1
3881,4,2,1,2,5,4,5,0,1,0,1,0,0,1,1
3882,1,3,1,3,3,4,5,1,0,1,0,0,0,1,1
3883,3,1,4,1,5,4,1,0,1,0,0,0,1,0,0
3884,1,2,4,4,2,2,2,1,1,0,1,0,0,0,0
3885,5,3,3,1,5,5,1,1,1,0,0,0,1,0,0
3886,5,5,3,2,5,2,2,0,1,0,1,0,0,1,0
3887,5,5,1,2,5,3,1,0,0,1,0,0,1,0,0
3888,5,4,2,4,3,1,1,0,1,1,1,0,0,0,1
3889,2,2,5,2,4,3,4,0,1,0,1,1,1,1,1
3890,1,2,4,2,4,3,3,1,0,0,1,0,0,1,1
3891,5,1,3,3,5,3,1,0,1,0,1,1,0,1,0
3892,2,4,3,1,1,2,5,0,0,0,0,0,1,0,1
3893,3,4,2,3,1,3,2,0,0,1,0,0,1,0,0
3894,3,3,5,2,5,4,2,1,0,1,0,0,1,1,0
3895,3,3,3,2,5,5,5,1,1,0,0,0,1,1,1
3896,2,2,3,3,3,2,5,1,1,0,0,0,1,1,1
3897,5,3,4,2,1,3,3,1,0,0,0,0,1,1,0
3898,3,2,2,1,4,2,1,1,1,1,1,1,0,1,1
3899,1,3,4,1,3,4,4,1,0,0,0,0,1,0,1
3900,5,3,1,4,1,2,1,1,1,0,1,1,1,0,1
3901,1,5,1,5,4,5,2,1,1,1,1,0,1,0,0
3902,1,4,2,1,4,4,4,1,1,0,1,0,0,1,1
3903,1,4,1,3,4,1,5,1,0,1,0,0,0,1,1
3904,1,2,1,5,2,3,5,1,0,0,1,0,1,1,1
3905,2,1,4,1,4,2,1,1,1,1,1,1,0,1,1
3906,3,4,5,2,1,1,4,1,0,1,1,1,0,0,1
3907,1,2,5,5,2,5,3,0,0,1,0,1,1,1,1
3908,5,5,5,4,5,3,3,1,1,1,0,0,0,0,1
3909,4,3,2,3,5,4,4,1,1,1,0,0,0,0,1
3910,3,1,2,3,2,4,5,1,0,1,1,0,0,0,1
3911,5,2,3,5,1,4,2,0,1,1,0,0,1,0,1
3912,1,3,3,5,3,2,2,1,0,1,0,1,0,0,0
3913,4,1,5,2,1,5,1,0,0,0,1,0,0,0,1
3914,3,4,2,3,1,5,1,1,0,0,0,0,0,0,1
3915,4,1,3,1,1,4,3,1,1,0,1,0,1,1,0
3916,3,2,4,5,2,3,5,1,0,0,1,0,0,1,0
3917,5,3,1,5,4,4,4,1,0,1,1,1,1,0,1
3918,5,2,4,2,4,5,1,0,1,0,0,0,1,0,1
3919,4,3,4,2,3,2,3,1,1,0,1,1,1,1,1
3920,3,4,5,1,4,1,4,0,1,0,1,0,1,0,1
3921,4,1,1,3,3,1,2,1,0,0,0,0,1,0,1
3922,2,4,1,5,5,3,3,1,1,1,1,1,0,1,0
3923,2,4,1,4,1,2,1,1,1,1,1,0,1,0,0
3924,5,4,2,3,3,4,2,0,1,0,1,1,0,1,1
3925,2,1,2,3,1,2,4,1,1,0,0,1,0,1,1
3926,4,5,1,2,2,5,4,1,0,1,0,1,1,1,0
3927,3,4,5,2,5,2,2,1,0,0,0,1,1,0,1
3928,1,4,3,4,4,3,5,0,1,1,1,0,0,0,0
3929,1,5,2,3,2,1,5,1,1,0,0,0,0,0,0
3930,2,1,5,1,1,3,4,0,0,1,0,0,0,0,0
3931,1,1,2,5,3,2,1,0,1,1,0,0,1,0,0
3932,3,5,4,3,1,3,5,0,0,1,1,1,0,1,1
3933,4,5,5,4,4,5,1,1,0,0,1,1,1,1,1
3934,1,2,2,2,4,1,2,0,1,1,1,1,1,0,0
3935,3,2,4,4,4,5,5,1,0,0,0,1,0,0,1
3936,4,3,2,5,2,5,5,0,1,1,1,0,1,0,0
3937,1,1,1,2,1,2,3,0,1,0,1,0,1,1,0
3938,5,3,2,5,5,2,4,0,1,1,1,0,0,1,0
3939,4,5,4,1,5,2,4,1,1,1,0,0,0,1,0
3940,4,1,3,3,3,4,1,1,1,1,1,1,0,0,0
3941,5,1,5,4,2,4,3,0,0,1,0,1,0,0,0
3942,4,5,5,4,1,2,5,1,0,0,0,0,0,0,0
3943,1,3,1,1,2,5,3,1,0,0,1,0,0,1,0
3944,1,1,2,4,3,1,4,1,0,0,0,0,0,1,1
3945,2,4,5,2,4,2,1,1,0,0,1,1,1,1,0
3946,3,2,4,4,1,5,5,1,1,0,1,1,1,0,1
3947,2,4,2,5,4,5,5,0,0,0,1,1,1,0,0
3948,5,4,3,4,3,2,4,0,0,1,0,0,0,0,1
3949,1,2,3,3,5,3,3,0,0,0,0,0,0,0,1
3950,4,4,1,2,3,2,1,1,0,1,1,0,0,0,0
3951,2,4,2,1,4,2,3,1,1,0,0,0,0,0,1
3952,1,5,1,2,4,4,5,1,1,0,0,0,1,1,0
3953,1,4,2,2,5,1,1,0,0,1,0,1,0,0,1
3954,1,4,4,4,3,3,5,1,0,0,1,1,1,0,0
3955,2,1,3,5,2,1,5,1,1,0,0,0,1,1,1
3956,1,1,4,1,3,2,3,1,1,0,0,0,0,1,1
3957,2,3,4,3,5,3,1,1,0,1,0,1,1,1,0
3958,1,5,4,5,3,5,5,0,1,0,0,1,0,0,1
3959,1,3,4,3,5,3,3,1,1,0,1,1,1,0,0
3960,1,4,3,2,2,1,1,0,1,0,1,0,0,1,0
3961,1,3,5,3,4,1,1,1,0,1,0,0,1,0,0
3962,1,1,1,5,3,3,4,0,0,1,0,0,0,0,0
3963,5,3,1,3,5,1,3,0,0,1,1,0,1,0,1
3964,1,5,3,3,2,4,5,0,0,1,0,1,1,1,0
3965,4,4,1,3,1,3,1,0,1,0,1,0,0,1,0
3966,1,4,3,5,3,3,4,0,0,0,0,0,1,1,1
3967,3,2,3,2,4,3,5,0,0,1,0,1,1,1,0
3968,4,5,4,1,1,5,1,1,1,1,0,1,0,1,1
3969,4,1,4,3,2,2,4,1,0,1,1,0,0,0,1
3970,5,1,4,4,2,5,4,0,1,0,0,0,0,0,0
3971,5,1,2,2,5,3,4,0,0,0,0,1,1,0,1
3972,3,4,4,2,3,3,5,1,0,1,0,1,1,1,0
3973,2,3,5,2,1,2,5,0,1,1,0,0,1,0,0
3974,1,1,3,4,4,3,2,1,1,0,1,0,0,0,1
3975,4,3,4,4,2,2,5,1,0,0,1,1,0,0,1
3976,1,3,5,1,1,2,1,0,0,1,0,1,0,0,0
3977,4,3,3,3,1,1,2,1,0,0,0,1,0,1,1
3978,4,4,1,5,4,3,4,1,0,0,0,0,0,1,1
3979,5,1,5,4,4,5,5,0,0,1,1,1,1,1,0
3980,2,2,1,5,2,5,5,0,0,1,0,1,1,0,0
3981,4,4,2,2,2,4,1,1,1,1,0,0,1,1,1
3982,5,3,1,3,2,4,3,1,1,0,0,1,0,0,0
3983,1,3,3,4,2,1,3,0,0,1,1,0,1,1,0
3984,2,4,2,3,4,2,5,1,1,0,0,0,1,1,0
3985,5,1,1,1,5,3,4,1,0,1,0,0,0,1,1
3986,5,4,5,2,1,1,5,0,0,0,1,0,0,0,1
3987,5,3,2,5,4,2,4,1,1,0,1,0,1,0,0
3988,1,4,5,5,3,2,4,0,0,0,1,0,1,1,0
3989,5,3,1,1,1,4,3,0,0,1,0,0,1,1,0
3990,2,4,1,3,5,1,2,0,0,1,0,0,1,0,0
3991,4,5,3,1,4,4,5,0,0,1,0,0,1,0,1
3992,1,2,1,3,3,5,3,1,1,1,0,0,1,1,1
3993,2,2,5,3,4,4,5,0,0,1,0,0,0,0,0
3994,3,2,3,3,2,5,4,1,0,0,0,0,1,1,0
3995,3,2,3,4,1,3,5,0,0,0,1,0,0,0,1
3996,4,1,2,3,1,1,3,1,0,1,0,1,1,0,1
3997,1,5,2,1,4,4,1,0,0,0,0,1,0,0,0
3998,2,1,1,5,3,3,2,1,1,1,0,0,1,1,0
3999,4,2,3,3,1,4,3,0,1,0,0,1,0,0,1
4000,3,2,2,3,1,2,1,0,0,0,0,0,0,0,0
4001,4,5,5,3,2,1,2,1,1,1,0,0,0,1,0
4002,5,2,2,4,3,3,5,1,1,0,0,1,0,0,1
4003,5,3,4,3,1,4,1,0,0,0,0,0,1,1,0
4004,1,4,4,1,4,1,4,0,0,0,0,1,1,0,0
4005,4,2,3,1,5,5,1,1,1,0,0,1,1,1,0
4006,2,2,1,3,1,3,1,1,0,1,0,1,0,0,0
4007,2,4,1,4,1,2,1,1,0,0,1,0,0,0,0
4008,1,5,1,1,5,2,3,1,1,1,1,0,0,0,1
4009,5,2,1,1,4,3,1,1,1,1,0,0,0,0,0
4010,1,5,2,4,5,3,4,1,0,0,1,0,0,1,1
4011,4,1,1,1,5,1,4,1,1,1,0,1,1,1,1
4012,1,5,1,5,1,5,4,1,0,1,0,1,0,1,0
4013,4,3,2,1,5,1,2,0,1,1,1,0,0,1,0
4014,5,2,5,3,2,4,4,1,0,1,0,0,0,1,0
